-10.3431,57.5496,118.778
263.103,84.0093,42.871
-1804.23,3304.73,85.4142
2407.17,4007.11,156.047
3442.07,3137.75,3.3502
3765.48,3121.68,9.0758
4653.8,3112.39,7.5872
-305.744,3081.84,132.055
4421.81,3099.81,27.8759
-843.896,3018.09,-8.0462
-1525.66,3842.18,145.319
-2766.92,4859.57,293.176
-472.245,3714.63,164.65
4541.6,3034.25,9.2876
2723.65,3467.5,75.5844
2558.42,3228.18,37.522
674.012,4906.06,133.451
2215.54,4170.08,152.682
1179.38,2799.42,120.143
-322.345,4831.12,241.012
2094.7,3086.23,24.0527
1819.4,3339.21,134.39
466.673,3033.34,22.5186
1316.46,3400.48,94.5094
1027.94,3581.99,59.537
1022.13,3443.35,140.889
-4432.25,3297.32,323.849
-4561.06,4584.81,196.203
-4972.12,4560.34,48.4352
-2319.04,4560.06,181.076
-4800.28,4448.33,40.7411
-2408.18,4408.61,228.998
-3234.96,5972.12,361.863
-2317.47,5697.81,288.629
-4141.42,6537.95,467.04
-2383.84,6131.64,301.084
-2016.31,5355.56,235.924
5719.62,3673.78,65.1652
4980.89,3027.79,12.1247
4760.27,3647.92,-21.7579
5704.17,2930.96,48.5007
199.098,2830.05,6.29898
-4978.64,4303.79,23.5756
-3803.55,4220.52,185.478
633.286,4962.38,145.366
7262.29,3641.54,224.06
599.887,4313.37,-5.73544
-1623.47,6085.92,273.396
4875.02,3637.1,-4.4644
5228.35,2874.19,8.632
3121.82,3629.54,52.9232
4952.44,2840.9,8.9537
-1285.41,6051.72,503.838
-1898.59,5402.13,237.159
5263.08,2790.09,20.6015
2754.61,3863.87,136.961
754.779,5010.8,134.656
3264.46,3602.53,29.1279
2678.66,3745.68,128.205
7076.43,3597.66,207.864
4352.25,3589.77,-0.0799
-1276.88,3845.97,147.649
719.659,4884.39,128.511
2208.17,3241.5,15.1772
2339.34,3194.99,31.2858
-1135.45,2639.71,-0.308069
-13.037,2903.14,5.87809
949.657,3912.76,61.8795
-520.677,2645.53,7.65113
5154.43,2770.52,30.9665
812.059,3060.87,68.5522
1284.51,3401,131.904
-275.747,4375.69,93.9945
-74.1435,3988.3,55.9477
-145.034,3508.85,62.5883
-497.785,3980.66,234.313
568.101,3055.16,23.2188
781.759,4959.2,200.16
236.746,4927.61,100.087
-3133.17,4208.14,282.33
-4828.33,5060.03,212.234
-1995.75,4196.39,211.092
5582.85,3575.17,36.2144
-4053.25,6579.67,487.276
22.8525,3285.01,77.0183
-3075.25,2918.13,91.006
-4281.66,6792.44,452.834
-3685.31,4172.3,186.911
-3186.19,2869.77,134.01
-3719.72,2821.7,232.72
-5583.63,2731.69,379.214
-3145.57,2700,119.88
-4105.83,2696.92,365.928
-3659.38,2637.77,241.58
-5791.18,2616.55,314.388
2570.91,3749.59,118.323
2734.05,3920.11,152.974
1879.55,3882.96,118.968
5342.76,2763.63,30.6526
5485.13,3546.06,28.2165
1430.62,2699.09,139.705
-3917.45,2589.78,296.84
-3004.66,2588.11,111.536
-3123.24,2583.11,128.719
-4152.53,2580.79,302.839
362.536,4299.58,-3.34302
-2766.36,2570.45,8.7401
-4616.65,2557.9,229.806
-4507.8,2545.64,230.798
-3717.47,2536.78,266.892
-4794.48,5018.21,217.757
-962.267,2974.14,12.3432
-24.8072,2675.51,5.89287
-4666.76,4956.46,214.515
-4614.51,4151.42,144.271
5608.24,2761.55,45.2715
5648.27,3500.65,61.2663
1041.12,5231.89,226.329
-4236.39,5966.88,358.494
630.202,5174.54,177.684
3949.05,3471.36,28.4666
2695.34,3753.76,128.727
-2592.43,6280.1,302.372
-3959.53,4128.13,160.662
-2432.63,4109.9,221.093
-2955.46,4101.43,270.904
-1843.41,3943.47,217.448
-3970.73,3932.55,174.807
-1462.03,2763.56,45.7314
-293.942,2622.93,9.24761
-683.079,2741.14,83.0871
-4743.72,2518.63,246.569
-1162.93,3996.79,132.29
-3015.97,2508.66,120.783
-3896.1,2504.18,263.839
-1755.01,5374.42,240.063
963.034,2972.8,89.3641
-5437.19,2479.22,299.543
1258.91,3211.15,165.559
832.19,3662.85,59.157
-1655.19,3931.06,190.644
-5151.14,3892.34,73.8241
-3080.53,2478.63,138.992
-4555.06,4934.33,220.053
-3704.44,3887.61,173.585
-1846.02,3823.79,215.937
2879.39,3974.09,213.89
466.673,3033.34,22.5186
303.753,4995.04,157.933
4495.23,3456.69,-14.5277
6927.94,2748.9,-0.4558
5183.58,2650.77,8.5151
5932.4,2599.54,-15.0285
5118.6,2522.5,11.1408
5877.07,2484.08,-24.4687
4790.61,3442.73,28.0548
5862.97,2479.39,123.909
3205.75,3432.17,28.7276
5670.83,2440.97,55.708
6250.55,3425.06,59.3819
5698.46,3373.57,59.7515
5354.25,2420.55,1.1916
6077.69,3339.99,70.5354
6553.98,2268.48,44.841
6140.07,2210.39,102.586
4442.61,3312.17,16.263
3285.2,3286,26.0825
6215.42,3258.65,66.4526
5461.62,2207.81,1.4179
