4341.18,5093.57,-82.7253
5098.74,5086.37,-134.572
5468.13,5079.8,-88.7503
5031.56,5062.48,-131.003
4526.64,5062.38,-96.4765
4819.88,5056.29,-132.884
4412.61,5054.91,-92.8146
5887.01,5052.43,-69.4098
4691.84,5015.7,-91.0594
5436.41,5013.69,-94.5146
4180.02,4993.83,-79.1709
5373.05,4988.2,-94.5907
4328.63,4927.28,-72.9263
4321.19,4884.83,-54.8871
4570.89,4866.02,-60.3061
5953.83,4847.24,-15.9588
5769.55,4846.78,-57.8889
4160.79,4837.23,-3.6381
5895.83,4794.45,-30.9455
4691.45,4738.39,-56.7589
4847.46,4737.14,-67.218
5036.2,4732.57,-54.9473
5135.1,4732.28,-53.4326
648.508,6466.4,428.804
137.682,6466.15,444.719
5107.49,4724.21,-46.3651
5246.86,4722.86,-42.0046
4978.44,4716.54,-44.2661
4367.73,4709.27,-31.7133
5425.79,4704.72,-32.3253
1897.02,6448.21,515.36
2015.67,6171.92,531.432
2326.35,6038.56,514.513
1850.52,5967.89,630.557
2412.07,5961.09,519.922
2517.91,5957.89,537.277
1912.96,5941.55,567.54
2015.98,5914.5,516.339
1913.14,5894.7,-345.937
1915.92,5890.5,-345.982
1915.92,5890.5,-345.982
1936.72,5857.44,510.884
2256.14,5843.15,520.155
1858.81,5842.43,-345.3
1863.07,5826.98,-345.809
2268.29,5808.93,523.321
2214.07,5790.74,515.154
2081.83,5775.48,-342.742
2282.75,5753.73,533.972
2086.66,5749.15,-343.52
2071.07,5711.61,-340.74
2046.59,5706.65,-339.659
3177.93,3940.99,402.245
1804.19,5010.67,678.496
1897.49,5665.19,519.675
1931.16,5636.89,517.353
3096.6,7980.81,635.485
2862.69,6939.15,435.141
1332.35,6674.63,299.6
1896.37,5112.76,712.176
1900.11,5073.55,672.424
658.17,6145.68,215.264
1975.39,4383.54,390.425
2581.06,4012.23,358.498
1737.62,4366.34,367.385
2581.06,4012.23,358.498
2170.47,5170.72,418.683
3279.56,5449.99,417.628
2144.87,4586.99,369.245
2647.54,4629.31,373.596
1979.09,4404,411.626
2841.06,4732.1,360.432
3913.54,4858.46,380.702
4150.25,4405,413.217
3708.44,4560.84,373.765
2525.63,4566.63,361.946
2116.74,4824.48,344.722
2580.41,4049.9,359.778
2396.93,4645.42,337.234
3429.39,4910.04,360.794
3493.71,4489.51,365.425
3641.68,4816.67,365.962
2070.25,4562.71,398.907
2298.29,4272.68,345.954
2162.48,4730.45,373.443
2171.45,4894.2,362.681
2941.86,5016.65,375.215
2588.29,5382.98,413.491
1843.17,4859.01,465.764
2032.2,3972.69,354.518
1765.97,4207.41,356.537
1803.09,4426.43,369.678
2734.82,5097.4,391.208
3264.6,5467.79,431.625
1969.11,4108.6,360.346
3678.48,4361.93,393.914
3172.97,5351.96,383.045
3447.72,5374.9,387.202
1972.15,4583.53,412.869
1872.17,4889.06,457.047
2478.3,5391.04,413.997
2187.28,5296.4,509.532
2833.05,4559.61,359.045
1976.07,4362.57,360.856
1967.17,4161.99,354.405
2426,4342.11,350.083
2008.55,4383.28,369.844
5217.79,5094.27,-88.322
4639.76,5105.15,-135.884
6015.81,5125.49,-50.0045
4215.86,5128.38,-83.4258
5454.54,5159.02,-88.2909
3794.75,5171.4,-12.2962
6023.39,5190.18,-37.9963
5436.71,5199.74,-81.6717
4826.15,5226.19,-132.704
4195.25,5232.45,-93.5727
5251.52,5271.99,-124.859
3702.89,5277.8,12.7941
4437.11,5309.02,-101.209
5368.98,5324.95,-123.416
6025.47,5325.52,-16.2582
4405.6,5331.86,-126.997
4300.51,5333.07,-148.082
4182.07,5338.95,-94.2039
5396.05,5341.82,-106.745
4820.88,5354.23,-198.88
4514.82,5358.9,-127.633
4913.98,5385.53,-195.354
4753.33,5388.27,-198.798
4371.29,5418.62,-137.676
3826.25,5434.91,-65.5299
4694.67,5443.15,-187.941
5166.05,5446.75,-133.793
4519.89,5447.93,-135.988
4089.35,5449.87,-91.0623
5532.25,5451.86,-101.77
5712.2,5455.97,-102.766
4679.77,5456.09,-173.517
4916.51,5461.79,-197.193
4193.7,5479.19,-97.0735
3505.6,5482.81,7.2101
4688.75,5483.64,-122.003
5677.87,5494.62,-97.2142
3579.71,5509.58,-12.9631
4926.98,5521.06,-192.771
3836.81,5522.84,-62.7052
4681.65,5528.73,-127.088
4501.9,5529.63,-132.392
4315.39,5537.92,-130.214
3666.73,5553.28,-28.5651
3865.18,5608.65,-99.3376
3981.09,5652.2,-83.0324
6023.45,5656.22,-28.9304
3699.91,5660.41,-13.5126
4118.6,5668.26,-90.1961
5463.91,5669.97,-68.9469
4389.62,5671.01,-137.554
5598.78,5679.05,-73.9954
3538.94,5682.74,-8.8133
5541.49,5684.08,-72.1058
3884.6,5704.43,-72.5278
3655.52,5721.06,-25.2488
3655.52,5721.06,-25.2488
5612.5,5735.86,-67.5912
5960.09,5740.39,-36.3629
3502.19,5762.14,8.5711
4457.58,5827.04,-130.453
5370.13,5834,-87.9156
4020.99,5859.75,-68.8248
4419.11,5861.32,-89.7436
5916.37,5882.23,-25.0905
4566.13,5945.59,-99.452
4160.64,6001.92,-71.2961
4847.04,6037.1,-93.403
4795.46,6053.3,-92.8918
4860.72,6077.97,-94.5449
4079.1,6084.56,-46.7275
3644.3,6096.59,143.128
5455.44,6107,-97.4798
5256.57,6167.44,-127.884
4609.01,6173.29,-92.2689
5636.43,6174.17,-22.3877
4325.34,6205.15,-38.2094
5172.35,6215.25,-97.6636
5392.57,6229.99,-108.99
4221.15,6277.39,-40.3804
5136.3,6302.94,-81.6133
3957.29,6310,109.057
4690.38,6659.69,0.1829
4932.34,6672.22,-17.978
-678.799,5973.13,384.303
-1015.17,5990.06,446.638
-621.435,5990.99,374.311
-785.474,6344.36,408.019
-876.401,6394.66,409.343
-1309.9,6518.71,407.208
-1265.09,6523.62,405.482
-1050.82,6570.89,432.531
-1230.15,6571,404.367
-1230.15,6571,404.367
-1356.01,6596.6,410.087
-977.058,6600.02,430.956
-876.419,6646.55,685.517
-1251.14,6657.53,397.563
-1032.98,6666.78,413.802
-1195.82,6675.33,398.54
-1207.99,6677.08,398.83
-1365.29,6679.29,392.181
-1112.26,6688.5,397.346
-1530.5,6756.1,369.068
-1602.82,6799.45,354.439
-1364.55,6816.01,819.675
-607.278,6821.42,982.429
-1599.01,6831.78,352.369
-1338.51,6836.44,819.752
-1230.78,6847.58,806.654
-1725.76,6866.66,827.24
-3428.81,6867.1,629.143
-1237.15,6879.43,810.259
-1523,6900.31,359.912
-28.98,6927.97,805.172
-6.584,6961.17,809.179
-658.492,6979.51,770.486
-1205.51,6981.89,810.173
-1221.08,6983.3,809.737
-1293.41,6986.34,820.291
-804.125,6994.69,736.488
34.22,6996.86,810.485
-19.649,7002.33,811.049
-367.084,7005.42,788.1
-503.726,7008.1,745.189
90.342,7010.06,814.849
-776.146,7019.15,732.361
-1357.06,7019.82,833.007
-1319.14,7032.89,820.829
-2016.77,7051.36,769.801
-1106.91,7052.57,934.503
-1920.55,7075.71,774.867
-1920.55,7075.71,774.867
-2724.64,7080.04,756.814
-390.674,7108.71,785.422
-2248.94,7109.33,760.053
-543.947,7110.42,739.837
