626.746,-4729.07,64.1403
219.199,-4988.22,-8.92974
620.137,-5394.73,88.6579
797.028,-5057.16,54.9929
158.874,-5147.91,-10.5205
497.76,-5140.78,-13.7
625.001,-5029.88,17.9749
323.31,-4982.16,-1.66077
710.029,-4913.41,68.1203
589.661,-4967.26,13.5339
167.875,-4988.23,-14.307
735.883,-4585.41,-16.2231
490.135,-4993.71,-7.14347
599.296,-4104.88,4.27204
187.754,-4888.58,45.9019
197.952,-4922.5,63.1326
-14.0915,-5171.8,81.9377
434.653,-4982.21,6.61424
66.6007,-4974,64.7468
377.137,-5299.56,51.0671
200.14,-5180.41,-13.6224
205.771,-5190.07,74.5371
269.863,-4308.03,128.466
743.861,-5121.94,70.6954
